sample_id,lang,report_stem,gold_pages,pred_top1,hit_at_1,hit_at_5,hit_at_10,near_at_1,reciprocal_rank
720e30af1baf916000fe,french,20230630_rapportesg2022_coveafinance_vf,9,6,0.0,0.0,0.0,0.0,0.08333333333333333
92d75e674bd81d0d4199,french,20230630_rapportesg2022_coveafinance_vf,15,15,1.0,1.0,1.0,1.0,1.0
be07ff891f0722999229,french,20230630_rapportesg2022_coveafinance_vf,5|12|14,2,0.0,1.0,1.0,0.0,0.3333333333333333
0218dac565894c97db4a,french,extrait-rse-filieres-dapprovisionnement,10,8,0.0,1.0,1.0,0.0,0.5
14320ad098d64d3567d4,french,extrait-rse-filieres-dapprovisionnement,5|6|9|10|11,5,1.0,1.0,1.0,1.0,1.0
73ba324fb61548350691,french,extrait-rse-filieres-dapprovisionnement,9,10,0.0,0.0,1.0,1.0,0.1111111111111111
289f26e7a170e67aa7c4,french,guerlain_rapport_developpement_durable_2022-2023,8|26,31,0.0,0.0,1.0,0.0,0.1111111111111111
9a3ae6b960e24c1fd22e,french,guerlain_rapport_developpement_durable_2022-2023,8|26,26,1.0,1.0,1.0,1.0,1.0
e6d61433e2be1d44edf6,french,guerlain_rapport_developpement_durable_2022-2023,8|26|28|29,26,1.0,1.0,1.0,1.0,1.0
28e011480fa2ce09e4fb,french,ine_esg-report_fr_final,56,56,1.0,1.0,1.0,1.0,1.0
5314659b1cddbdf8ea54,french,ine_esg-report_fr_final,56,56,1.0,1.0,1.0,1.0,1.0
db9662dd1958d67edc99,french,ine_esg-report_fr_final,36,55,0.0,0.0,1.0,0.0,0.1111111111111111
f6957129497e26a6ee89,french,ine_esg-report_fr_final,56|57,56,1.0,1.0,1.0,1.0,1.0
082f1dfe72a56fb39cb2,french,malakoff-humanis-rapport-esg-climat-article-29-loi-energie-climat-exercice-2022-mh-22365-2306-192,11|25|26|28|30,53,0.0,0.0,0.0,0.0,0.047619047619047616
4efd0cd3313d66cd94b1,french,malakoff-humanis-rapport-esg-climat-article-29-loi-energie-climat-exercice-2022-mh-22365-2306-192,11,39,0.0,1.0,1.0,0.0,0.25
5082ea4df67864615dcb,french,malakoff-humanis-rapport-esg-climat-article-29-loi-energie-climat-exercice-2022-mh-22365-2306-192,18|22|23|28|29|30|45|46|49,19,0.0,1.0,1.0,1.0,0.5
799db87b6a456d911561,french,malakoff-humanis-rapport-esg-climat-article-29-loi-energie-climat-exercice-2022-mh-22365-2306-192,25|26|30|35,43,0.0,1.0,1.0,0.0,0.25
8871f05885bd5c3e412c,french,malakoff-humanis-rapport-esg-climat-article-29-loi-energie-climat-exercice-2022-mh-22365-2306-192,17,11,0.0,0.0,0.0,0.0,0.0
89cc778ca72bd977f981,french,malakoff-humanis-rapport-esg-climat-article-29-loi-energie-climat-exercice-2022-mh-22365-2306-192,17,14,0.0,0.0,0.0,0.0,0.045454545454545456
3f1c21139296fc24a895,french,rapport-esg-gam,35,5,0.0,0.0,0.0,0.0,0.0
481e520ec816981eafb5,french,rapport-esg-gam,45|49|50,5,0.0,0.0,1.0,0.0,0.1111111111111111
7fd62634b701ecbe4c04,french,rapport-esg-gam,11|12|15|17|26|34|39,21,0.0,1.0,1.0,0.0,0.5
91bb9d854e115145b385,french,rapport-esg-gam,34,48,0.0,0.0,1.0,0.0,0.16666666666666666
a97ef586ed02c83c09c4,french,rapport-esg-gam,52|53,48,0.0,0.0,0.0,0.0,0.05
d18399b14debce6776f3,french,rapport-esg-gam,6,6,1.0,1.0,1.0,1.0,1.0
ec8cabab5d1406e2d905,french,rapport-esg-gam,35,64,0.0,0.0,0.0,0.0,0.0
675db32d822f1dcd4549,french,remy_cointreau_rapport_rse_2023,4,9,0.0,1.0,1.0,0.0,0.3333333333333333
8ad88b7daa6821f72964,french,remy_cointreau_rapport_rse_2023,4|10,9,0.0,1.0,1.0,1.0,0.5
8bd18af8f017bea93310,french,remy_cointreau_rapport_rse_2023,4,7,0.0,1.0,1.0,0.0,0.3333333333333333
c077e563de3c0e96d748,french,remy_cointreau_rapport_rse_2023,3|4|6,3,1.0,1.0,1.0,1.0,1.0
c608843d4705a0e33191,french,remy_cointreau_rapport_rse_2023,4,5,0.0,1.0,1.0,1.0,0.25
1cfe98614c45356db3ac,french,rse2022_web_0,9,10,0.0,0.0,0.0,1.0,0.08333333333333333
81ec97de3a04ae210d88,french,rse2022_web_0,6|26,25,0.0,0.0,1.0,1.0,0.16666666666666666
b623dd7da484db71c66f,french,rse2022_web_0,7,12,0.0,0.0,1.0,0.0,0.16666666666666666
147dea55174bc5990c35,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,37|101,37,1.0,1.0,1.0,1.0,1.0
181bf69b38a40f9273fc,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,5|15|16|19|24|31|37,13,0.0,0.0,1.0,0.0,0.16666666666666666
31f8073287cd88b7f821,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,14|25|39,38,0.0,1.0,1.0,1.0,0.25
36c23fa89a1817f74046,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,31|83,108,0.0,0.0,1.0,0.0,0.16666666666666666
39b4ad6c0368b5620930,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,105,105,1.0,1.0,1.0,1.0,1.0
4797fc1f4c83faa0eaf7,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,10,87,0.0,1.0,1.0,0.0,0.5
78c81324086b392d5682,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,18|90|91|93,86,0.0,0.0,1.0,0.0,0.14285714285714285
8a3a85d4cbbd93d41693,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,5|47|49,33,0.0,1.0,1.0,0.0,0.3333333333333333
a04ef703279a27f48578,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,86,59,0.0,1.0,1.0,0.0,0.3333333333333333
b57fca7d56f30ce62760,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,63,64,0.0,1.0,1.0,1.0,0.3333333333333333
c0da42afa17bc095be0b,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,5|12|26,38,0.0,0.0,0.0,0.0,0.0625
c66300176ce7f41be80b,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,24,108,0.0,1.0,1.0,0.0,0.2
d1a502fdfb577c43b4b1,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,101,108,0.0,0.0,0.0,0.0,0.0625
d8b1362628756416ee2e,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,101,29,0.0,0.0,1.0,0.0,0.1
ffdace5dc1f4c0578d4d,french,totalenergies_sustainability-climate-2024-progress-report_2024_fr_pdf,105,37,0.0,1.0,1.0,0.0,0.5
5bc8f0384fce9f0ded72,japanese,hokkaido_gas,8|9|21,12,0.0,0.0,0.0,0.0,0.0625
6877b82d1be7aa3bdc47,japanese,hokkaido_gas,10,12,0.0,0.0,0.0,0.0,0.04
075aed0c5b3221685365,japanese,honda_motor,95,88,0.0,0.0,1.0,0.0,0.16666666666666666
449c982a0be151ff7a59,japanese,honda_motor,165|171,28,0.0,0.0,0.0,0.0,0.0
651d10073b6782e82d80,japanese,honda_motor,25,28,0.0,1.0,1.0,0.0,0.2
935f5cd951a751b8356e,japanese,honda_motor,21,139,0.0,0.0,0.0,0.0,0.06666666666666667
96a1d2ea51b53594d579,japanese,honda_motor,47,47,1.0,1.0,1.0,1.0,1.0
ae42f3ab7f60244c7dea,japanese,honda_motor,24,28,0.0,0.0,0.0,0.0,0.0
ea602e278cf0ee4fcde0,japanese,honda_motor,165,28,0.0,0.0,0.0,0.0,0.0
1acf7f1f4499ff53f107,japanese,itochu_corp,165,44,0.0,0.0,0.0,0.0,0.0
3ffa9f564e0aa1e9e370,japanese,itochu_corp,136,157,0.0,0.0,0.0,0.0,0.0
45a323dcf34aed39b47d,japanese,itochu_corp,165,110,0.0,0.0,0.0,0.0,0.0
511131b4e42f1901c6c6,japanese,itochu_corp,94,92,0.0,0.0,0.0,0.0,0.0
5e8bc1aee9ac7b827b1c,japanese,itochu_corp,193,161,0.0,1.0,1.0,0.0,0.3333333333333333
6f8f879ee15e2d74b23e,japanese,itochu_corp,166,110,0.0,0.0,0.0,0.0,0.0
75d4d3d6815770d4812f,japanese,itochu_corp,66,157,0.0,0.0,0.0,0.0,0.0
794ef56ef90bead63744,japanese,itochu_corp,94,92,0.0,0.0,0.0,0.0,0.0
8b964e33c398e6c1a967,japanese,itochu_corp,95,157,0.0,0.0,1.0,0.0,0.1
96e53e2589f0975ca922,japanese,itochu_corp,166,157,0.0,0.0,0.0,0.0,0.0
9d6b619c811501e029e2,japanese,itochu_corp,165,110,0.0,0.0,0.0,0.0,0.0
bfebbe4efad45b3b80cd,japanese,itochu_corp,59|62,161,0.0,0.0,0.0,0.0,0.0
f0984c2a7d177bc8023e,japanese,itochu_corp,94,92,0.0,0.0,0.0,0.0,0.0
238432a1e3179eb2e293,japanese,marubeni_corp,115,162,0.0,0.0,0.0,0.0,0.045454545454545456
4744e3feae784e99504b,japanese,marubeni_corp,59,50,0.0,0.0,0.0,0.0,0.0
69ff87f09d794619c916,japanese,marubeni_corp,115,162,0.0,0.0,0.0,0.0,0.045454545454545456
6cf7c824d515a7f3afd0,japanese,marubeni_corp,59,50,0.0,0.0,0.0,0.0,0.0
8b7a7d1107e53e01a6d1,japanese,marubeni_corp,116,162,0.0,0.0,0.0,0.0,0.0
b97e011e861c3d492c3a,japanese,marubeni_corp,115,162,0.0,0.0,0.0,0.0,0.038461538461538464
c78448c78a7451e845c5,japanese,marubeni_corp,92,13,0.0,0.0,0.0,0.0,0.0
f30e66f5042c74a0b385,japanese,marubeni_corp,116,162,0.0,0.0,0.0,0.0,0.0
251a0f6455eb8255d7f1,japanese,mazda_motor,113,109,0.0,0.0,0.0,0.0,0.0
38c845278993783b577d,japanese,mazda_motor,121,73,0.0,0.0,0.0,0.0,0.0
6fc498c60f4b49de6de1,japanese,mazda_motor,35,109,0.0,0.0,1.0,0.0,0.16666666666666666
a280ab2897b7f1cac5af,japanese,mazda_motor,29,29,1.0,1.0,1.0,1.0,1.0
c5da51b0b1c9c09fc33f,japanese,mazda_motor,73,73,1.0,1.0,1.0,1.0,1.0
dd0f33f99de203202590,japanese,mazda_motor,113,24,0.0,0.0,0.0,0.0,0.0
e95c844a1a1decfb0329,japanese,mazda_motor,29,109,0.0,0.0,0.0,0.0,0.09090909090909091
2a9a9f5d727ed82ff283,japanese,nissan_motor,161,58,0.0,1.0,1.0,0.0,0.5
70012a85efb538971583,japanese,nissan_motor,143|146,11,0.0,0.0,0.0,0.0,0.0
81016803f284597f5a83,japanese,nissan_motor,143|146,58,0.0,0.0,0.0,0.0,0.0
9e2096cf2e81af63df0e,japanese,nissan_motor,57,51,0.0,0.0,0.0,0.0,0.05263157894736842
eb7d348fb7d02e9d3497,japanese,nissan_motor,161,109,0.0,0.0,0.0,0.0,0.0
f68ad9ea4e7507f99935,japanese,nissan_motor,27|31|37|38|44,58,0.0,0.0,1.0,0.0,0.1111111111111111
171fa25d5f8759005b21,japanese,sumitomo_corp,59,104,0.0,0.0,0.0,0.0,0.0
1b2e40c729ef23fc3c27,japanese,sumitomo_corp,59,104,0.0,0.0,0.0,0.0,0.0
43ec66bd5c6d9966ef2a,japanese,sumitomo_corp,195,261,0.0,0.0,0.0,0.0,0.0
801b263b905ee6961904,japanese,sumitomo_corp,208,214,0.0,0.0,0.0,0.0,0.04
83c35062a26a74b59f8b,japanese,sumitomo_corp,66,214,0.0,0.0,0.0,0.0,0.0
f576a7d79d18597b2274,japanese,sumitomo_corp,59,104,0.0,0.0,0.0,0.0,0.0
6fd7c332953b4bf83038,japanese,toho_gas_2,15|30,85,0.0,0.0,0.0,0.0,0.09090909090909091
b344d5ecb4df6663765b,japanese,toho_gas_2,32|41|77,85,0.0,0.0,0.0,0.0,0.0
fca3dfcd99fa5879ce82,japanese,toho_gas_2,30,1,0.0,0.0,0.0,0.0,0.0
015cdd411d6666a7331f,japanese,tokyo_gas,47,70,0.0,0.0,0.0,0.0,0.05555555555555555
270f776132feaa348ca2,japanese,tokyo_gas,23,70,0.0,1.0,1.0,0.0,0.25
